tweet_text,tweet_date,tweet_id,tweet_fav_count,retweet_count,sentiment_compound
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr https://t.co/nDJfCcRc4H,2018-05-26 20:23:40,1000472558733615105,0,0,0.4588
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr https://t.co/QkOP3GYoVP,2018-05-26 20:21:04,1000471904061452288,0,0,0.4588
@darkpill @robynallan @TorontoStar I gave written comment against Kinder Morgan  was a delegate for 2 line 9 hearings  submitted sworn affidavit for Line 10 NEB  I submitted comment to PUC for Line 3 and comments for Keystone XL All showed flawed engineering &amp; based on highly questionable economics.,2018-05-26 20:20:34,1000471776663490560,1,0,0.1796
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr https://t.co/VSSTfOMyPr,2018-05-26 20:20:22,1000471728873713669,0,0,0.4588
"@DavidStaplesYEG @Paulatics @jkenney If you think the NEB suggestion is interesting  get a load of today's column: ""TMX solution: Crown corp buys Kinder Morgan pipeline assets  plans to build 10 new dilbit pipelines to West Coast as part of 20-year plan""

https://t.co/okkednzi6G",2018-05-26 20:18:45,1000471322520993792,0,0,0.836
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  minister says | CBC News https://t.co/fOutsNixbY,2018-05-26 20:18:45,1000471319840940032,0,0,0.4588
@RobynWins111 God I wish there were decent journalists left  so someone would explain wtf is going on with Kinder Morgan.,2018-05-26 20:18:29,1000471253965262848,0,0,0.4939
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr | CBC News - https://t.co/UsewlFwpB6 #cdnpoli #bcpoli,2018-05-26 20:17:39,1000471044052865024,1,5,0.4588
@afriedduck @MNC_tweets Thanks  but I already know ALL of the Kinder Morgan talking points. We all do.,2018-05-26 20:17:38,1000471042098249728,2,0,0.7391
Kinder Morgan should be built under one condition #BC #Canada #Alberta https://t.co/qcOWlCoh5N https://t.co/366v3cL0Pn,2018-05-26 20:16:39,1000470793963229184,1,0,0.4939
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr https://t.co/cDi1m0eMuj #BusinessNews #CanadaNews,2018-05-26 20:16:25,1000470733712248832,0,0,0.4588
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr - CBC News https://t.co/2kK8e97SsP via @GoogleNews,2018-05-26 20:16:17,1000470701600473090,0,1,0.4588
John Ivison: Ottawa haggling over Kinder Morgan pipeline purchase with 800lb gorilla https://t.co/eh7bHOgFPl via @nationalpost,2018-05-26 20:12:36,1000469773057015808,0,0,0.4939
Canada's natural resources minister says there's no guarantee that Ottawa can reach a deal with Kinder Morgan to keep the Trans Mountain pipeline expansion project alive. https://t.co/nT7APApbBa https://t.co/JME4s4isRK,2018-05-26 20:03:05,1000467380470996992,11,9,0.802
@CBCEdmonton don't put this on Kinder Morgan as an excuse this is the Liberal Looser Government .,2018-05-26 20:02:57,1000467346207592448,0,0,0.5423
It was fitting that @TD_Bank CEO Masrani presented Trudeau with the @egalecanada award. They both support the Kinder Morgan pipeline and oppose Indigenous rights. Where does @egalecanada stand on Kinder Morgan? https://t.co/c2SgksBx7K,2018-05-26 20:00:22,1000466696069496832,3,1,0.9118
Bill Morneau to provide update on talks with Kinder Morgan over Trans Mountain pipeline project #business https://t.co/Bt1zAi6BsH,2018-05-26 19:59:36,1000466503433621504,0,0,0.4939
"The backtracking begins? ""No guarantee Ottawa can come to terms with #KinderMorgan over #TransMountain  says Jim Carr"" https://t.co/tk8jR1Y2KP

#bcpoli #cdnpoli #stopkm #tmx #notankers #noconsent #waterislife",2018-05-26 19:58:26,1000466207944802304,44,43,-0.0516
"#bcpoli @cknw @bc1 @theroygreenshow  Hey Roy Mr Gas Buddy guy told us "" Oil from Kinder Morgan pipeline will be going to California "" = If we can't get full price sending our oil to the USA now -- why will we get higher prices from USA after Kinder Morgan finished https://t.co/kH9PdBxRo9",2018-05-26 19:55:35,1000465489103962112,0,0,0.7506
Suits and Boots  une manifestation en faveur du projet de pipelines de Kinder Morgan se tient en ce moment à Langley. #icicb https://t.co/wHaq1u4agZ,2018-05-26 19:50:37,1000464240380006400,6,3,0.4939
@KeepCanWorking Garbage. We definitely do not need the Kinder Morgan Expansion.,2018-05-26 19:50:14,1000464145005928449,8,0,0.0186
"Has somebody got contact info for this cutie? 

Her whale calling is magnificent and we want her to call in the killer whales to block the Kinder Morgan tankers. 

We can pay her in mushrooms &amp; cheesies. 

https://t.co/ig0Bznq4zi

#stopkm #bcpoli #cdnpoli",2018-05-26 19:42:24,1000462171417931776,31,10,0.397
Could it be that Kinder Morgan is dead in the water anyways? https://t.co/LF9hVUrB74 #bcpoli #cdnpoli,2018-05-26 19:41:35,1000461966438154240,13,10,-0.2732
@MNC_tweets I'd really like to know how this squares with supporting Kinder Morgan's bitumen pipeline.,2018-05-26 19:40:30,1000461694513147905,4,0,0.8357
Kinder Morgan and the ‘Rule of Law’ | https://t.co/7WkJqjEzAY https://t.co/F6AECUtzRv via @VanEcosocialist,2018-05-26 19:39:38,1000461477545848832,0,0,0.4939
In MP @JonathanWNV's home riding  7 of 10 people we spoke to this morning are angry about @JustinTrudeau's plan to indemnify Kinder Morgan using our Tax $$! Sign the petition: https://t.co/5Hb3qXwxvi https://t.co/VsuhrM8nrP,2018-05-26 19:33:43,1000459988089782272,29,23,-0.1007
"The backtracking begins? We're prepping for snap rallies in Vancouver and Victoria when the big announcement about Kinder Morgan's future comes down next week.

Finance Minister Bill Morneau is... https://t.co/QaJVKvmfSW",2018-05-26 19:30:57,1000459290153451520,0,0,0.4939
Big oil v orcas: Canadians fight pipeline that threatens killer whales on the brink https://t.co/gEnIolQPkK #bcpoli #abpoli,2018-05-26 19:25:06,1000457820855091200,0,0,-0.8591
Last Sunday over 350 people took to sea and land in the largest mass mobilization to date against the Kinder Morgan pipeline in Seattle. Check out TV coverage by @KIRO7Seattle: https://t.co/xURzkOQDmr #StopKM https://t.co/YPVvzJmmBn,2018-05-26 19:24:03,1000457554160386048,37,18,0.4939
"We are all going to feel the Pain when the inevitable happens with Kinder Morgan. 
As a Canadian Patriot my heart goes out to Alberta. 
trudeau has F'd them &amp;  ways.  The Federal NDP leader has as well. 
Just a bunch of 💩s in Govt. 
This Canadian Stands with you Alberta.",2018-05-26 19:22:12,1000457088324136960,6,1,0.25
#bcpoli @cknw @theroygreenshow  More Propaganda Roy - investment fleeing BC Wrong LNG   Microsoft   Amazon 2) Kinder Morgan still has not met conditions to agreed to Under Stephen Harper 3) TD Bank is now a Conservative OPINION HOLE,2018-05-26 19:19:25,1000456389410488320,0,0,0.1548
@HedyFry and how much exactly is #GoC going to give Kinder Morgan?,2018-05-26 19:19:24,1000456383513247744,0,0,0.4939
If Kinder Morgan’s numbers don’t add up  should the pipeline be stopped? Of course stop this hijacked plan   https://t.co/SPjNj1t8DT via @torontostar,2018-05-26 19:18:30,1000456159084466177,1,0,0.0258
@docleslie @scampycaaz @KeepCanWorking I’m up to 15 now?! 👌🏻.  Error #1 If you’re so sure Kinder Morgan is broke  what is the point of protesting the pipeline? It’s not going to get built  let alone run if KM has no money?,2018-05-26 19:17:50,1000455990750232577,0,0,-0.7061
Cheam Band Chief Ernie  Crey says the Kinder Morgan proposal will mean good things to indigenous people across the province. @bc1 @GlobalBC https://t.co/jtsaUbujmu,2018-05-26 19:14:26,1000455136420839424,1,1,0.7269
Cheam Band Chief Ernie  Crey says the Kinder Morgan proposal will mean good things to indigenous people across the province. @bc1 @GlobalBC https://t.co/jtsaUbujmu,2018-05-26 19:14:26,1000455136420839424,1,1,0.7269
@FaisalHassanNDP Haha   as Alberta NDP and BC NDP can't agree on a Kinder Morgan pipeline.,2018-05-26 19:11:15,1000454333014556672,0,0,-0.1872
Kinder Morgan pipeline debate is dividing First Nations  B.C. chief says: APTN https://t.co/LxXpperHk1 #NoDAPL #NoKXL,2018-05-26 19:09:56,1000454001094049792,0,1,0.4939
"is there a support group for folks feeling the massive anxiety around the upcoming Kinder Morgan announcement. Asking for a friend...
#stopKM #stopKinderMorgan #announcementanxiety",2018-05-26 19:08:07,1000453544930000897,9,0,0.6908
About 100 people attending a rally in Langley  in support of Kinder Morgan pipeline expansion project. Other rallies happening in other parts of the province @CTVVancouver https://t.co/B8btGKuVfi,2018-05-26 19:07:31,1000453394279026688,29,10,0.7096
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr https://t.co/3jKLnLU8BW https://t.co/EkraeYJppz,2018-05-26 19:03:21,1000452348194500608,0,0,0.4588
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr https://t.co/7JSgjjX4FQ,2018-05-26 19:00:49,1000451708965666816,0,0,0.4588
"Kinder Morgan ain't happening. BBL prices make the whole project not viable. KM said as much.

You're not paying attention  are you? Go back to sleep. https://t.co/nsD81hEyo9",2018-05-26 19:00:01,1000451508851367938,0,0,0.4939
Kinder Morgan and the Power of Civil Resistance  via @TheTyee https://t.co/WdXsmZaYhD,2018-05-26 18:59:44,1000451437791342592,23,12,0.4939
The economic forcasts for Kinder Morgan @TransMtn pipeline were wildly off. It was written by a chemical engineer not economist. @KeepCanWorking https://t.co/o8S3Af73nh,2018-05-26 18:50:09,1000449023495454721,7,13,0.4939
Crowds growing at Suits and Boots gathering to support the resource industry and the Kinder Morgan pipeline.@GlobalBC @BC1 https://t.co/Y5mW5AXMFm,2018-05-26 18:48:51,1000448696109092865,11,4,0.765
"""From the standpoint of political impact  the danger of flooding is now moving from B.C.’s Interior...into the Lower Mainland near Vancouver  where opposition is entrenched and determined."" #westcoastflooding #StopKM #climatechange #NoTMX https://t.co/v3Z58InAbt",2018-05-26 18:45:03,1000447742748037120,0,0,-0.6808
Was very happy to be asked back into @CBCTheHouse this week with the awesome @cath_cullen to talk about the Aecon decision and the challenge of balancing the economy and national security. #cdnnatsec https://t.co/s5oYoacTPv,2018-05-26 18:43:29,1000447347996930048,6,1,0.8955
I say we replace this trans mtn pipeline with a BC Wine pipeline! Replace #kindermorgan with #SummerhillPyramidWinery and let the Chardonnay flow! https://t.co/vmfiEysQ1R,2018-05-26 18:43:09,1000447260671406082,2,1,0.0
“The approval of the project is also the approval of the extinction of the population ” said Ross Dixon of the Raincoast Conservation Foundation. “No one is disputing it. Nobody is saying that’s not accurate. It’s been accepted.” https://t.co/lBKmoC7oax,2018-05-26 18:42:05,1000446993955672064,1,0,0.5423
BC NDP retreats from opposing Kinder Morgan https://t.co/85eExDdMTi,2018-05-26 18:41:51,1000446936577724416,1,0,0.4939
@AndersonBooz @AndrewScheer Kinder Morgan is an energy infrastructure company  not an oil company. #buildkm,2018-05-26 18:41:25,1000446824899952640,0,0,0.6486
@scampycaaz @KeepCanWorking Also  you should read this from Canada's best energy-related investigative journalist. I dare you to challenge any of the numbers or facts on Kinder Morgan from economist Robyn Allan contained in either this or the National Observer piece. https://t.co/mkwsbO20EZ,2018-05-26 18:40:19,1000446548516528128,0,0,0.8271
@gmbutts @kevinmilligan  More likely that the completely dysfunctional project approval process will result in a gradual dis-investment.  We see it with Kinder Morgan's withdrawal and Enbridge's selling of Canadian assets to expand in the US.  (Plus Ontario's energy policy dysfunction),2018-05-26 18:39:16,1000446285294456833,1,0,0.8948
Stop Kinder Morgan protesters at Lonsdale and 3rd #northvan,2018-05-26 18:33:18,1000444784568254464,1,1,0.0258
From Amsterdam to Ottawa  Greenpeace International co-executive director Jennifer Morgan chats with @ottawacarl about fossil fuel subsidies  pipelines and climate change. https://t.co/IqC1Kf9765 via @NatObserver #tmx #cdnpoli #bcpoli #abpoli #oilsands #KinderMorgan,2018-05-26 18:31:33,1000444342065156096,6,4,0.0
https://t.co/3FxmSvfAxO https://t.co/3FxmSvfAxO,2018-05-26 18:28:29,1000443573039435776,0,0,0.0
"@lawyersdailyca @thenarwhalca @LavoieJudith I wonder if Palestinian Human Rights is included. I am attacked continually  mostly for my advocacy for The Palestinian People and kinder morgan pipeline.
https://t.co/165VjQHfaN",2018-05-26 18:23:48,1000442394095972353,1,1,0.0516
@parrythehoot @KeepCanWorking Kinder Morgan did NOT ask for a bailout the incompetent #Trudeau Government offered it to them because they didn’t have the #cojones or brains to figure out a way to get the pipeline in without losing votes in BC.,2018-05-26 18:21:45,1000441875575132160,0,0,0.3777
"@Blaiserboy @BowinnMa @Ciiaqap Here's a summary from policy analysts (admittedly left leaning  but based in BC + Alberta). https://t.co/74ZyCS9QF7 There's also a 2014 study from SFU demonstrating that KM inflated their jobs numbers. 

Tl;dr - AB mostly benefits  BC hardly benefits + assumes much of risk",2018-05-26 18:21:44,1000441874555977728,0,0,0.631
.@CouncilofCDNs examines the possibility that Texas-based Kinder Morgan could use #NAFTA to sue Canada over the proposed #TransMountain pipeline  which could threaten the #environment and violate #IndigenousRights. https://t.co/sOyeXBNYa5 https://t.co/UjOcBpem9s,2018-05-26 18:21:01,1000441693953503232,4,4,-0.3818
@TheTyee Hey Kinder Morgan  don’t let the non-existent pipeline hit your ass on the way out,2018-05-26 18:19:37,1000441339274711040,0,0,-0.0772
Pro-pipeline crew gather in Langley to spread support for Kinder Morgan project. @BC1 @GlobalBC https://t.co/sNdx6Dud2O,2018-05-26 18:19:30,1000441309407035393,14,8,0.7096
No guarantee Ottawa can come to terms with Kinder Morgan over Trans Mountain  says Jim Carr | CBC News https://t.co/pkgFVAbBSM,2018-05-26 18:19:10,1000441229149171713,0,0,0.4588
"@RachelNotley #KinderMorgan could win all the battles and still lose the war #abpoli #ableg #cdnpoli #bcpoli #transmountain
https://t.co/ZTAtPHoCOd",2018-05-26 18:12:50,1000439634722144256,2,0,-0.6597
CANADA BC: #KinderMorgan pipeline debate is dividing #FirstNations  B.C. chief says | #PipelineSafety #WaterProtectors | APTN News https://t.co/sn6wbVbJJT,2018-05-26 18:12:26,1000439532167225345,0,1,0.0
Kinder Morgan shareholders' vote for environmental accountability seen as victory by Trans Mountain opponents https://t.co/1uwiMrCthU via @NatObserver,2018-05-25 23:59:51,1000164573406744578,11,2,0.4939
"B.C.'s Supreme Court has dismissed legal challenges to #KinderMorgan's Trans Mountain expansion project from the City of Vancouver and the Squamish Nation.
https://t.co/IuEjijCQ9J",2018-05-25 23:55:55,1000163584465305600,0,0,0.6597
Kinder Morgan pipeline debate is dividing First Nations  B.C. chief says #trackingtransmountain https://t.co/VqFrYY9riJ,2018-05-25 23:50:30,1000162223677820928,0,0,0.4939
@RachelNotley Kinder Morgan has told its shareholders it only paid a few million in tax dollars. Like $1.5 million in a year  or something like that. You’ve failed to adjust royalties and you still haven’t collected billions in taxes owed to the province. You’re full of shit.,2018-05-25 23:48:16,1000161659250331648,0,0,0.0772
Kinder Morgan could win all the battles and still lose the war /via @globeandmail https://t.co/4OVGZ1xMEU #bcpoli #vanpoli #bclp #bcndp #bcgreens #cdnpoli #kindermorgan #transmountain #megaprojects #lng,2018-05-25 23:47:22,1000161433999437825,4,6,-0.296
@amccloy14 @KeepCanWorking Thank you  again. Still sobering. Here is the Globe and Mail's take on the positives and negatives of Kinder Morgan  regarding increased tanker traffic and spill risks. https://t.co/gGZ1hW3PEF,2018-05-25 23:44:20,1000160668530589699,0,0,0.8074
Bill Morneau to provide update on talks with Kinder Morgan over Trans Mountain pipeline project #business https://t.co/3dFY3D4cl8,2018-05-25 23:41:15,1000159893599543302,0,0,0.4939
Rapid transition from business as usual models 2sustainable economic viability depends on using a very tiny+rapidly shrinking pollution budget that cannot be squandered on gigantically wasteful +economically unviable mega projects such as Kinder Morgan's:  https://t.co/PToCtWaalE,2018-05-25 23:33:09,1000157853930274816,0,0,0.4939
--&gt; Kinder Morgan faces cost overruns on Trans Mountain pipeline project https://t.co/aklS0cJsdC by @jeffalewis and @robertfife,2018-05-25 23:31:41,1000157488317005824,1,0,0.4939
Kayakers take Kinder Morgan protest offshore in U.S. | CBC News https://t.co/uWuvgi43NP We have much in common with our American neighbor's ~ perhaps more than some of our Canadian neighbor's.  #Washingtonstate #bcpoli #cdnpoli,2018-05-25 23:31:15,1000157378925416449,0,1,0.296
"@hha_stl @KeepCanWorking Here is a First Nation's site for their position and data: https://t.co/EArI0eDC7q 
Here is data from Huffpost: https://t.co/Sc7gmXRHYS Here K-M spill liabilty: https://t.co/gQLhfzuTye",2018-05-25 23:30:18,1000157139736739840,0,0,0.0
An Open Letter to Metis Nation Leaders regarding their support of Kinder Morgan Pipeline #metis #michif #otipemisiwak  https://t.co/bT0qWoYiHs,2018-05-25 23:23:26,1000155412350558208,28,18,0.7096
@CPC_HQ TRUDUMB IS SO STUPID THAT HE TRIED TO BUY OFF KINDER MORGAN WHEN ALL THEY WANTED WAS TO HAVE TRUDUMB TO HELP KEEP THE PROTESTERS AWAY  WHICH WOULD NOT COST CANADIANS A DIME ! BUT HE THINKS MONEY WILL CURE ALL EVILS !@ BOY IS THIS CHILD REALLY SCREWED UP !,2018-05-25 23:23:05,1000155323980767232,0,0,-0.953
Lol  fuck SLM Corporation! Their hurtles suck mega ass! Not the ones at Kinder Morgan  Inc.  though!,2018-05-25 23:20:16,1000154613687967745,0,0,-0.7767
.@Greenpeace's International Executive Director @climatemorgan speaks about the @Kinder_Morgan pipeline expansion #StopPipelines #StopKM #ProtectWater @GreenpeaceCA @GreenpeaceUK @greenpeaceusa  @GreenpeacePNW https://t.co/ks2djAM28q,2018-05-25 23:20:02,1000154554506203136,5,6,0.0
No First Nations Friday article from us today  but an interesting read via @HuffPostCanada on the divide of opinions on Kinder Morgan.. One of it's more vocal supporter  Ernie Crey @Cheyom1 chief of Cheam First Nation  shares his thoughts... #TransMountain https://t.co/zS9o39pf14,2018-05-25 23:19:48,1000154495878250497,0,0,0.9204
Kinder Morgan pipeline debate is dividing First Nations  B.C. chief says #trackingtransmountain https://t.co/FDM53Ojduf,2018-05-25 23:19:06,1000154317951766528,0,0,0.4939
.@ClarkWDerry explains how Kinder Morgan's bankers are funding a tar sands pipeline: https://t.co/yNx0Bx7jeb via @Sightline #ableg #CDNpoli @justintrudeau,2018-05-25 23:00:49,1000149717492252672,0,2,0.4939
If you have ill informed people in your life espousing opinions on Kinder Morgan Pipeline expansion  here is the Cole's notes about why it's an important... https://t.co/prf13iCz5b,2018-05-25 22:56:02,1000148516235370496,1,1,0.1027
An Open Letter to Metis Nation Leaders  Regarding Their Support for the Kinder Morgan Pipeline  https://t.co/oJEYSlCykR,2018-05-25 22:52:53,1000147724384301056,11,12,0.7096
Morneau to speak in Calgary on eve of Kinder Morgan deadline https://t.co/uu1ZOzZDfT via @NatObserver #cdnpoli #KinderMorgan,2018-05-25 22:50:23,1000147091522490368,3,1,0.4939
Kinder Morgan and the Power of Civil Resistance  via @TheTyee https://t.co/p93Ohn8HCx #stopKM,2018-05-25 22:49:22,1000146837939130368,1,0,0.4939
"@GrumpyGus8 @TerrencePaul5 @darkpill @JustinTrudeau @cathmckenna @jimcarr_wpg And many people disagree that it is a certainty. 
https://t.co/eGVF4yN7NA",2018-05-25 22:48:33,1000146631713480705,1,1,-0.1531
@GrumpyGus8 @TerrencePaul5 @darkpill @JustinTrudeau @cathmckenna @jimcarr_wpg BC taxpayers know that Kinder Morgan has consistently inflated their jobs. likely 2300 (mostly foreign worker) temp jobs. 50 permanent jobs. But the #TMX endangers 200 000 jobs that depend on a pristine coast. It will kill our Orca (even KM admits that).,2018-05-25 22:45:24,1000145837899399168,1,1,-0.0772
Do the federal liberals really want Kinder-Morgan pipeline built?  A political studies professor weighs in for our popular weekly political round-up on @ctvsaskatoon at FIVE!  with @seanlesliectv &amp; @MattYoungCTV,2018-05-25 22:44:18,1000145560463167488,0,1,0.5697
Do the federal liberals really want Kinder-Morgan pipeline built?  A political studies professor weighs in for our popular weekly political round-up on @ctvsaskatoon at FIVE!  with @seanlesliectv &amp; @MattYoungCTV,2018-05-25 22:44:18,1000145560463167488,0,1,0.5697
"""Definitely them reaching out.""

After feds offered to have Bill Morneau speak in Calgary a day before Kinder Morgan's #TransMountain deadline  tickets were put on sale and sold out the same morning. Now there's a wait list. #yyc #cdnpoli #abpoli #bcpoli 

https://t.co/kZ0uy45Vff https://t.co/qHRv8GD805",2018-05-25 22:44:00,1000145485573775361,0,0,0.7717
@StumpyJoChilds “However  the minister also said if Kinder Morgan were to walk away from the pipeline  there are other investors willing to step in”. Who might that be taxpayers of #bcpoli #alberta #canada ?🤔,2018-05-25 22:41:25,1000144836547067904,0,0,0.4939
"@Chevron @KinderMorgan @GlobalBC @CTVNews @cbcnewsbc
Boycott Chevron and Kinder Morgan  let's kick USA out of British Columbia   KM is former Enron (who can trust those mother fers)  buy gas from Canadian  retailers.",2018-05-25 22:34:31,1000143100000399360,0,0,0.6369
Kinder Morgan and the ‘Rule of Law’  via @TheTyee https://t.co/CfEgy6LVCH,2018-05-25 22:33:12,1000142770172919809,2,2,0.4939
Kinder Morgan faces cost overruns on Trans Mountain pipeline project https://t.co/73DlxwXDOE The Minister is scheduled to address a business crowd in Calgary on ... on the existing Alberta-to-B.C. pipeline to 890 000 barrels a day would help ...,2018-05-25 22:31:19,1000142296162107392,0,0,0.4939
#KinderMorgan and the ‘Rule of Law’ | The Tyee #cdnpoli .@davidnilson14 @mbakunin88 @theslimdude @mbakunin88 @Terrilltf @jpfaubert @basicallybill @OntarioTreeFrog @greenmajority @chuddles11 @canadianglen @61_alvin @frackfreenb @61_alvin @ https://t.co/PQtAzW2Ap9,2018-05-25 22:26:55,1000141187184021504,2,2,0.0
"If Kinder Morgan’s numbers don’t add up  should the pipeline be stopped?
 https://t.co/cJz9TvVCb2",2018-05-25 22:26:33,1000141094603046912,0,0,0.3182
@HamiltonJohnD @FrohMargaret @MetisNationON Do you know what's the MNO'S position on the MNC's support of Kinder Morgan pipelines? Was it discussed?,2018-05-25 22:22:36,1000140101542965248,1,0,0.7399
"BC is fighting the Kinder Morgan project that would triple amount of tar sands oil piped from AB to the coast. A pipeline expansion could lead to a quintupling of oil-tanker traffic through BC and WA waters. Now AB has a issued threat to foul the waters.
https://t.co/AM0QBfdD3M",2018-05-25 22:21:05,1000139719953534978,1,0,-0.4019
Government Review of #KinderMorgan Recommends Abandoning Pipeline |TheNarwhal .@CDZ_999 @VanStreetDog @VanBizWiz @UBCIC @Terrilltf @emgfind @chuddles11 @theslimdude @LouiseinBC @surveyorX @mbakunin88 @frackfreenb @EnviroDo @greenmajority @Daniel_Amir1  https://t.co/ePyFOKm4PJ,2018-05-25 22:18:54,1000139171384713216,9,12,-0.1779
Kinder Morgan could win all the battles and still lose the war on Canadanewsmedia - https://t.co/IxpisdLIvv https://t.co/KNdFccexW9,2018-05-25 22:18:08,1000138975452033031,0,0,-0.296
@BCvanguards @chwk_collin @GlobeBC Its always the same drill.  Collin  an armchair Kinder Morgan expert  makes up shit to fit a narrative  gets refuted with actual facts  then runs away to his echo-chamber.,2018-05-25 22:17:28,1000138807860084736,0,0,0.2732
This is a good read because it involves professional numbers people calling BS in the improbable and weak numbers from Kinder Morgan Canada. Feds will still look the other way and Alberta will froth red at the mouth anyway. https://t.co/Kunm0rbuia,2018-05-25 22:15:13,1000138241796988933,0,0,0.4939
This is the Statement to the Court from the first protester to plead guilty in the recent arrests near #BurnabyMountain|Ricochet https://t.co/X4k96HgwSY,2018-05-25 22:15:07,1000138217344167936,1,4,-0.6908
"""However  the insider said Ottawa has seen the company’s books that show the “rate of return is healthy” and remains convinced the project will be built."" https://t.co/ZictrJ5PrZ #bcpoli #ableg",2018-05-25 22:10:12,1000136981391683584,0,0,0.4019
"Boon vs. doom: People living along the controversial Trans Mountain pipeline have their say
https://t.co/HbI8gaUAgQ
#cdnpoli @twitter @cnn @nasa @nytimes 
#bcpoli #abpoli #onpoli #qcpoli #skpoli #nbpoli #nspoli US UK EU https://t.co/7nMR6qKlPM",2018-05-25 22:07:02,1000136182691491840,0,0,-0.5423
Kinder Morgan could win all the battles and still lose the war /via @globeandmail  $GLD $XAUUSD  $TSLA $BARC $LYG $JPM $C $GBTC $SQ $AMZN $COIN $aapl $spy $nflx $nvda $mu $OPEC $USD $JPY $USOIL $UKOIL https://t.co/6gjtYtPJnJ,2018-05-25 22:06:07,1000135953015627777,0,2,-0.296
Kinder Morgan faces cost overruns on Trans Mountain pipeline project #cdneco https://t.co/bU848yOgm8,2018-05-25 22:00:38,1000134573999644673,1,4,0.4939
Help us get this petition to 500 signatures so it can be presented in the House of Commons! @JustinTrudeau your pipeline will not be built. #StopKM #PeopleVsKM #NoKMBailout #UNDRIP #FPIC #NoTMX https://t.co/I3etrSD7Mw,2018-05-25 22:00:34,1000134554760503296,0,0,0.4574
These delays make it a near  certainty Canada's Federal gvmt will eventually bail out Kinder Morgan. One might be forgiven for thinking this aligns with their (KM's) wishes https://t.co/nDiGdq8Kmc,2018-05-25 21:58:30,1000134036835139586,1,1,0.8126
"@LB_270 @SimonMatijas @GreenInetGuy @BlairKing_ca @AndrewFWL @mrdruthers @ryan_in_canada @BHoltsbaum The fact that Alberta's economy runs on O&amp;G and has not diversified is not BCs problem. The #TMX pipeline is so financially risky  even Kinder Morgan is worried. 
And as I have made the point repeatedly  (see multiple prev tweets) renewables are an accessible alternative.",2018-05-25 21:58:28,1000134029209841665,1,0,0.2914
Kinder Morgan could win all the battles and still lose the war https://t.co/lRRU5SPYNB,2018-05-25 21:58:02,1000133916999680000,0,2,-0.296
Kinder Morgan could win all the battles and still lose the war https://t.co/jlbOf7Njd0 https://t.co/rieIcqKrL6,2018-05-25 21:56:03,1000133421086130181,8,3,-0.296
"How Kinder Morgan’s bankers are funding a tar sands pipeline
https://t.co/hOHmTIV9vK
#stopkindermorgan #waterislife",2018-05-25 21:52:00,1000132401413132288,0,2,0.4939
Kinder Morgan and the Power of Civil Resistance  via @TheTyee https://t.co/48vfdGVi9b #stopKm,2018-05-25 21:49:31,1000131775937495040,0,1,0.4939
Kinder Morgan and the Power of Civil Resistance  via @TheTyee https://t.co/48vfdGVi9b #stopKm,2018-05-25 21:49:31,1000131775937495040,0,1,0.4939
If Kinder Morgan’s numbers don’t add up  should the pipeline be stopped? https://t.co/VTb7MZPyB4 #cdnpoli #KinderMorgan,2018-05-25 21:45:54,1000130864037158913,3,3,0.3182
Kinder Morgan and the Power of Civil Resistance https://t.co/hO2JTil6bt #BC,2018-05-25 21:41:19,1000129712935452673,1,2,0.4939
@cathmckenna Incompatible goal with approving the Kinder Morgan expansion.,2018-05-25 21:36:58,1000128619249741824,0,0,0.4939
@Ballard4MPP @charitymcgrath1 What is your view on Kinder Morgan. I want you to speak out against it.  #ONelxn and #ONvoter,2018-05-25 21:35:34,1000128266538123264,0,0,0.5423
If Kinder Morgan’s numbers don’t add up  should the pipeline be stopped? https://t.co/wCLoK0zZX1 via @torontostar,2018-05-25 21:30:03,1000126874859724800,0,0,0.3182
@rabell7 @theJagmeetSingh Exactly  agreed. No one has given kinder Morgan anything yet. Process is not “rigged”  not sure what that even means. I see no proof of First Nations and communities locked out  in fact TMEP has a community benefit program. What science has been ignored?,2018-05-25 21:27:35,1000126256346644480,0,0,0.5126
@KeepCanWorking The Kinder Morgan pipeline mostly just means more money for Kinder Morgan. We must move forward with green energy and implement UNDRIP.,2018-05-25 21:20:07,1000124376765710336,6,0,0.8176
"All tickets ""sold out instantly"" for @Bill_Morneau's speech at the @CalgaryChamber on Wednesday  the eve of Kinder Morgan's deadline for clarity on the #TransMountain pipeline. 
There's now a wait list &amp; the Chamber is looking at options to accommodate. https://t.co/zIQFcFhm4f",2018-05-25 21:15:18,1000123165870313472,5,1,0.7096
Morneau to give speech in Calgary ahead of Kinder Morgan deadline: https://t.co/A7NNAAFlqt https://t.co/GKmAyhuOLy,2018-05-25 21:15:00,1000123088804102145,1,0,0.4939
